Clave del Capitulo;Clave de la partida;Clave de la subpartida;Fracción Arancelaria;Descripción Fracción Arancelaria;Tipo de Operación;Tipo de UMT;Fecha Inicio de Vigencia;Fecha Fin de Vigencia;Estatus activo;
84;79;89;84798902;Distribuidores, dosificadores o microdosificadores.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798905;Humectadores o deshumectadores de aire.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798907;Para fabricar cierres relámpago.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798910;Acumuladores hidráulicos.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798912;Sulfonadores de trioxido de azufre.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798915;Bocinas de accionamiento neumático.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798918;Dispositivos electrohidráulicos, para aumentar la capacidad de frenaje en los motores de vehículos automóviles.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798920;Colectores de monedas y/o contrasenas, con torniquete, aun con dispositivo contador.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798923;Equipos para la obtención de metil ter butil éter por síntesis.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798901;Para capsular, enrollar, conformar y/o moldear o desmoldear, incluso si llenan, cubren, cortan, troquelan, dosifican o empacan, reconocibles como concebidas exclusiva o principalmente para la industria farmacéutica.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798903;Separadores o clasificadores de materiales o partes ferrosas, a base de dispositivos magnéticos o electromagnéticos.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798906;Aparatos neumaticos o hidraulicos para automatizar maquinas, aparatos o artefactos mecanicos.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798908;Frenos de motor.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798909;Limpiaparabrisas.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798911;Máquinas para moldear polos, colocar sello asfáltico, formar cuerpo de tubos, formar fondo de tubos o ensambladoras, concebidas exclusivamente para la producción de pilas eléctricas secas.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798913;Vibradores electromagnéticos, incluso con alimentador.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798914;Reactores o convertidores catalíticos tubulares.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798916;Rampas ajustables de accionamiento manual.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798917;Enceradoras o pulidoras de pisos, con peso superior a 20 kg, para uso industrial.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798919;Deshumectadores, con sistema de refrigeración incorporado, para condensar la humedad atmosférica.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798921;Prensas hidráulicas para algodón.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798922;Para desmontar llantas.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798924;Máquinas para la fabricación de árboles y guirnaldas navideñas.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798927;Mecanismos de apertura y cierre de persianas, incluso con sus rieles, ya sean operados o no a control remoto inalambrico.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798901;Para capsular, enrollar, conformar y/o moldear o desmoldear, incluso si llenan, cubren, cortan, troquelan, dosifican o empacan, reconocibles como concebidas exclusiva o principalmente para la industria farmacéutica.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798907;Para fabricar cierres relámpago.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798909;Limpiaparabrisas.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798912;Sulfonadores de trioxido de azufre.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798914;Reactores o convertidores catalíticos tubulares.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798922;Para desmontar llantas.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798924;Máquinas para la fabricación de árboles y guirnaldas navideñas.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798927;Mecanismos de apertura y cierre de persianas, incluso con sus rieles, ya sean operados o no a control remoto inalambrico.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798904;"Aparatos para la generación de una corriente controlada de aire (""cortinas de aire"") para impedir la entrada de insectos, polvo y mantener la temperatura de un recinto.";EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798926;"Mecanismos de apertura y cierre de puertas, incluso con sus rieles, para cocheras (""garajes""), ya sean operados o no a control remoto inalámbrico.";EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798903;Separadores o clasificadores de materiales o partes ferrosas, a base de dispositivos magnéticos o electromagnéticos.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798919;Deshumectadores, con sistema de refrigeración incorporado, para condensar la humedad atmosférica.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798925;Compactadores de basura.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798999;Los demas.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798916;Rampas ajustables de accionamiento manual.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;89;84798917;Enceradoras o pulidoras de pisos, con peso superior a 20 kg, para uso industrial.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;81;84798102;Toneles giratorios para el decapado, limpieza, pulido o abrillantado de piezas metálicas.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;81;84798104;Para limpieza, pulido o abrillantado de piezas metalicas con abrasivos en circulacion, excepto lo comprendido en la fraccion 8479.81.02.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;81;84798105;Enrolladoras de alambres, cables o tubos flexibles, excepto lo comprendido en la fracción 8479.81.08.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;81;84798107;Para galvanizar, estañar o recubrir metales, excepto lo comprendido en las fracciones 8479.81.03 y 8479.81.09.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;81;84798108;Enrolladoras de alambre de acero.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;81;84798199;Los demas.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;81;84798106;"Máquinas para la elaboración y acabado de matrices (""Estampadores""), utilizados en el proceso de fabricación de discos compactos (""Compact Disks"").";IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;81;84798109;Lineas continuas para galvanizar alambre de acero, por inmersion.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;81;84798101;Para el decapado de metales por inmersión.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;81;84798102;Toneles giratorios para el decapado, limpieza, pulido o abrillantado de piezas metálicas.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;81;84798103;Máquinas de control numérico, para galvanizado continuo por inmersión, con velocidad superior a 300 pies por minuto, incluso cuando formen un solo cuerpo con hornos de atmósfera controlada y enfriadores por chorros de agua.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;81;84798104;Para limpieza, pulido o abrillantado de piezas metalicas con abrasivos en circulacion, excepto lo comprendido en la fraccion 8479.81.02.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;81;84798105;Enrolladoras de alambres, cables o tubos flexibles, excepto lo comprendido en la fracción 8479.81.08.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;81;84798107;Para galvanizar, estañar o recubrir metales, excepto lo comprendido en las fracciones 8479.81.03 y 8479.81.09.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;81;84798108;Enrolladoras de alambre de acero.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;81;84798199;Los demas.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;81;84798101;Para el decapado de metales por inmersión.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;81;84798103;Máquinas de control numérico, para galvanizado continuo por inmersión, con velocidad superior a 300 pies por minuto, incluso cuando formen un solo cuerpo con hornos de atmósfera controlada y enfriadores por chorros de agua.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;81;84798109;Lineas continuas para galvanizar alambre de acero, por inmersion.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;81;84798106;"Máquinas para la elaboración y acabado de matrices (""Estampadores""), utilizados en el proceso de fabricación de discos compactos (""Compact Disks"").";EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;82;84798299;Los demas.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;82;84798203;"Mezcladores de polvo, tipo ""V"" o ""CONOS"" opuestos; licuadora con capacidad igual o superior a 10 l.";IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;82;84798201;Mezcladoras, de aspas horizontales, provistas de dispositivos de tornillo de Arquímedes para descarga continua.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;82;84798299;Los demas.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;82;84798201;Mezcladoras, de aspas horizontales, provistas de dispositivos de tornillo de Arquímedes para descarga continua.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;82;84798203;"Mezcladores de polvo, tipo ""V"" o ""CONOS"" opuestos; licuadora con capacidad igual o superior a 10 l.";EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;82;84798205;Agitadores, reconocibles como concebidos para el tratamiento de desperdicios, residuos y aguas residuales.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;82;84798205;Agitadores, reconocibles como concebidos para el tratamiento de desperdicios, residuos y aguas residuales.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;82;84798202;Cubas u otros recipientes provistos de agitadores, incluso con sistemas de vacío o vidriados interiormente, excepto lo comprendido en las fracciones 8479.82.01 y 8479.82.05.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;82;84798202;Cubas u otros recipientes provistos de agitadores, incluso con sistemas de vacío o vidriados interiormente, excepto lo comprendido en las fracciones 8479.82.01 y 8479.82.05.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;82;84798204;Agitador-mezclador de hélice, excepto lo comprendido en la fracción 8479.82.05.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;82;84798204;Agitador-mezclador de hélice, excepto lo comprendido en la fracción 8479.82.05.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;71;84797101;Del tipo de los utilizados en los aeropuertos.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;71;84797101;Del tipo de los utilizados en los aeropuertos.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;79;84797999;Los demás.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;79;84797999;Los demás.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;10;84791001;Distribuidoras vibradoras de concreto.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;10;84791003;Esparcidoras de asfalto remolcables, provistas de dispositivo calentador.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;10;84791004;Esparcidoras de asfalto autopropulsadas, incluso con equipo fundidor de asfalto.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;10;84791006;Esparcidoras de asfalto o de grava, excepto lo comprendido en las fracciones 8479.10.03, 8479.10.04 y 8479.10.07.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;10;84791007;Esparcidoras de asfalto remolcables, excepto lo comprendido en la fracción 8479.10.03.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;10;84791099;Los demas.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;10;84791001;Distribuidoras vibradoras de concreto.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;10;84791002;Barredoras magnéticas para pisos.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;10;84791003;Esparcidoras de asfalto remolcables, provistas de dispositivo calentador.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;10;84791004;Esparcidoras de asfalto autopropulsadas, incluso con equipo fundidor de asfalto.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;10;84791005;Esparcidoras de concreto.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;10;84791006;Esparcidoras de asfalto o de grava, excepto lo comprendido en las fracciones 8479.10.03, 8479.10.04 y 8479.10.07.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;10;84791007;Esparcidoras de asfalto remolcables, excepto lo comprendido en la fracción 8479.10.03.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;10;84791008;Barredoras, excepto lo comprendido en la fracción 8479.10.02.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;10;84791099;Los demas.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;10;84791002;Barredoras magnéticas para pisos.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;10;84791005;Esparcidoras de concreto.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;10;84791008;Barredoras, excepto lo comprendido en la fracción 8479.10.02.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;60;84796001;Aparatos de evaporación para refrigerar el aire.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;60;84796001;Aparatos de evaporación para refrigerar el aire.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;40;84794001;"Para torcer hilos metalicos aislados o sin aislar; revestidoras de alambre o cable.";IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;40;84794001;"Para torcer hilos metalicos aislados o sin aislar; revestidoras de alambre o cable.";EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;40;84794099;Los demás.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;40;84794099;Los demás.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;30;84793001;Clasificadoras vibratorias, de viruta o astillas de madera o materiales fibrosos, granulosos, en forma de copos u hojuelas, de peso específico similar al de la madera.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;30;84793002;Esparcidoras dosificadoras, concebidas exclusivamente para la fabricación de tableros a base de astillas de madera aglomeradas.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;30;84793001;Clasificadoras vibratorias, de viruta o astillas de madera o materiales fibrosos, granulosos, en forma de copos u hojuelas, de peso específico similar al de la madera.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;30;84793002;Esparcidoras dosificadoras, concebidas exclusivamente para la fabricación de tableros a base de astillas de madera aglomeradas.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;30;84793099;Los demás.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;30;84793099;Los demás.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;50;84795001;Robotes industriales, no expresados ni comprendidos en otra parte.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;50;84795001;Robotes industriales, no expresados ni comprendidos en otra parte.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;20;84792001;Maquinas y aparatos para extraccion o preparacion de aceites o grasas, animales o vegetales fijos.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;79;20;84792001;Maquinas y aparatos para extraccion o preparacion de aceites o grasas, animales o vegetales fijos.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;80;50;84805002;Reconocibles como concebidas exclusivamente para moldear por fuerza centrífuga el embudo de los bulbos para cinescopios.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;50;84805001;Moldes, patrones o sus partes, de metales comunes o sus aleaciones para proceso de prensado y/o soplado del vidrio.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;50;84805099;Los demás.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;50;84805002;Reconocibles como concebidas exclusivamente para moldear por fuerza centrífuga el embudo de los bulbos para cinescopios.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;50;84805001;Moldes, patrones o sus partes, de metales comunes o sus aleaciones para proceso de prensado y/o soplado del vidrio.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;50;84805099;Los demás.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;49;84804901;De acero, cilindricos, para maquinas centrifugas de moldeo.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;49;84804999;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;49;84804901;De acero, cilindricos, para maquinas centrifugas de moldeo.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;49;84804999;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;20;84802001;Placas de fondo para moldes.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;80;20;84802001;Placas de fondo para moldes.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;80;30;84803001;De materias plasticas artificiales, eteres y esteres de la celulosa, y resinas artificiales.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;80;30;84803002;De pasta de papel, de papel de carton o de guata de celulosa.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;80;30;84803099;Los demas.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;80;30;84803001;De materias plasticas artificiales, eteres y esteres de la celulosa, y resinas artificiales.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;80;30;84803002;De pasta de papel, de papel de carton o de guata de celulosa.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;80;30;84803099;Los demas.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;80;41;84804101;Moldes o sus partes, utilizados en la fundicion de partes y piezas de vehiculos automoviles.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;41;84804199;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;41;84804101;Moldes o sus partes, utilizados en la fundicion de partes y piezas de vehiculos automoviles.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;41;84804199;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;60;84806099;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;60;84806001;Moldes o formas de acero o aluminio, así como las partes de los mismos para el vaciado o colado en la industria de la construcción.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;60;84806001;Moldes o formas de acero o aluminio, así como las partes de los mismos para el vaciado o colado en la industria de la construcción.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;60;84806099;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;10;84801001;Cajas de fundición.;EXPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;80;10;84801001;Cajas de fundición.;IMPORTACIÓN;Pieza;1/11/11;(NULL);SI;
84;80;79;84807902;Para la vulcanizacion de llantas, camaras, planchas o tacones de caucho.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;79;84807904;De metales comunes o sus aleaciones, para procesos de extrusion soplado de resinas termoplasticas destinadas a la fabricacion de recipientes (moldes activos).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;79;84807901;De acero, cilíndricos, para máquinas centrífugas de moldeo.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;79;84807903;De cobre, para máquinas para moldeo por proceso continuo.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;79;84807999;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;79;84807901;De acero, cilíndricos, para máquinas centrífugas de moldeo.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;79;84807902;Para la vulcanizacion de llantas, camaras, planchas o tacones de caucho.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;79;84807903;De cobre, para máquinas para moldeo por proceso continuo.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;79;84807904;De metales comunes o sus aleaciones, para procesos de extrusion soplado de resinas termoplasticas destinadas a la fabricacion de recipientes (moldes activos).;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;79;84807999;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;71;84807102;Moldes para formar el dibujo de los pisos en las llantas de caucho, insertables en los moldes de vulcanizacion.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;71;84807101;De metales comunes o sus aleaciones, para procesos de inyeccion de materias plasticas artificiales, con dimensiones maximas de 700 mm de alto, 600 mm de ancho, 700 mm de espesor y con un peso maximo de 2,000 kg, para ser utilizados en maquinas inyectoras ;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;71;84807199;Los demas.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;71;84807102;Moldes para formar el dibujo de los pisos en las llantas de caucho, insertables en los moldes de vulcanizacion.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;71;84807199;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;80;71;84807101;De metales comunes o sus aleaciones, para procesos de inyeccion de materias plasticas artificiales, con dimensiones maximas de 700 mm de alto, 600 mm de ancho, 700 mm de espesor y con un peso maximo de 2,000 kg, para ser utilizados en maquinas inyectoras ;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818002;Griferia sanitaria de uso domestico.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818003;Reconocibles como concebidas exclusivamente para tractores agrícolas e industriales.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818004;Valvulas de compuerta, excepto lo comprendido en la fraccion 8481.80.24.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818006;De comando, reconocibles como concebidas exclusivamente para automatizar el funcionamiento de máquinas, aparatos o artefactos mecánicos, con diámetro de conexión hasta de 19.05 mm (3/4 de pulgada) y presión de trabajo hasta 35.15 kg/cm² (500 PSI).;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818007;Boquillas o espreas para aspersion.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818005;"Bocas o válvulas regulables para riego agrícola o de jardín (""hidrantes"") con diámetro igual o inferior a 203.2 mm.";IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818001;De bronce, reconocibles como concebidas exclusivamente para laboratorio.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818002;Griferia sanitaria de uso domestico.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818004;Valvulas de compuerta, excepto lo comprendido en la fraccion 8481.80.24.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818006;De comando, reconocibles como concebidas exclusivamente para automatizar el funcionamiento de máquinas, aparatos o artefactos mecánicos, con diámetro de conexión hasta de 19.05 mm (3/4 de pulgada) y presión de trabajo hasta 35.15 kg/cm² (500 PSI).;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818007;Boquillas o espreas para aspersion.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818009;Reconocibles para naves aéreas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818011;Operadas por electroiman, para maquinas de lavar ropa o vajilla.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818012;Operadas con electroiman, reconocibles como concebidas exclusivamente para refrigeracion.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818014;Automáticas o semiautomáticas, reconocibles como concebidas exclusivamente para calentadores no eléctricos.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818016;De comando, reconocibles como concebidas exclusivamente para automatizar el funcionamiento de maquinas, aparatos o artefactos mecanicos, con diametro de conexion superior a 19.05 mm, (3/4 de pulgada) y presion de trabajo superior a 35.15 kg/cm  (500 PSI).;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818017;De acero inoxidable, con vástago, reconocibles como concebidas exclusivamente para máquinas llenadoras de botellas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818019;De metal comun, cromados, niquelados o con otro recubrimiento, excepto lo comprendido en las fracciones 8481.80.01 y 8481.80.02.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818021;De cobre, bronce, laton o aluminio, sin recubrimiento en su superficie, excepto lo comprendido en la fraccion 8481.80.02.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818022;Valvulas de funcionamiento automatico por medio de actuador, excepto lo comprendido en las fracciones 8481.80.06, 8481.80.15 y 8481.80.24.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818024;Valvulas de funcionamiento automatico por medio de actuador, de apertura controlada, de cuchilla, bola o globo.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818099;Los demas.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818001;De bronce, reconocibles como concebidas exclusivamente para laboratorio.;EXPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818003;Reconocibles como concebidas exclusivamente para tractores agrícolas e industriales.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818008;Reconocibles como concebidas exclusivamente para contadores volumétricos automáticos para medir cerveza.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818010;De asiento, de tres o mas vias, cuya seccion giratoria de la via sea a traves de accionamiento manual por palanca.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818013;Valvulas de expansion, termostaticas y automaticas, reconocibles como concebidas exclusivamente para refrigeracion y aire acondicionado.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818015;Reconocibles como concebidas exclusivamente para el funcionamiento de máquinas, aparatos o artefactos mecánicos para sistemas hidráulicos de aceite en circuitos cerrados.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
84;81;80;84818018;De hierro o acero con resistencia a la presion superior a 18 kg/cm , excepto lo comprendido en la fraccion 8481.80.04.;IMPORTACIÓN;Kilogramo;1/11/11;(NULL);SI;
